id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
1,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 532,Ordinary 3+2 Non AC Seater,2024-12-19 17:59:00,10h 16m,2024-12-20 04:15:00,3.0,512.00,27
2,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 544,Ordinary 3+2 Non AC Seater,2024-12-19 19:10:00,10h 05m,2024-12-20 05:15:00,4.2,512.00,37
3,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 93,Himsuta AC Seater Volvo/Scania 2+2,2024-12-19 19:35:00,09h 15m,2024-12-20 04:50:00,4.6,912.00,9
4,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 301,Ordinary 3+2 Non AC Seater,2024-12-19 19:43:00,09h 47m,2024-12-20 05:30:00,3.6,512.00,27
5,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 591,A/C Executive (2+3),2024-12-19 21:00:00,10h 20m,2024-12-20 07:20:00,3.5,632.00,28
6,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 8,Himsuta AC Seater Volvo/Scania 2+2,2024-12-19 21:02:00,09h 28m,2024-12-20 06:30:00,4.4,912.00,2
7,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 570,Ordinary 3+2 Non AC Seater,2024-12-19 21:25:00,09h 20m,2024-12-20 06:45:00,3.8,512.00,32
8,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 9,Himsuta AC Seater Volvo/Scania 2+2,2024-12-19 22:00:00,09h 30m,2024-12-20 07:30:00,4.2,912.00,2
9,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 579,Ordinary 3+2 Non AC Seater,2024-12-19 22:30:00,09h 45m,2024-12-20 08:15:00,4.4,512.00,26
10,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 564,Ordinary 3+2 Non AC Seater,2024-12-19 23:40:00,09h 25m,2024-12-20 09:05:00,4.0,512.00,25
11,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),2024-12-19 23:25:00,08h 20m,2024-12-20 07:45:00,4.5,699.00,30
12,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),2024-12-19 23:30:00,08h 30m,2024-12-20 08:00:00,4.6,799.00,20
13,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),2024-12-19 22:50:00,08h 30m,2024-12-20 07:20:00,4.1,699.00,17
14,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),2024-12-19 23:00:00,08h 40m,2024-12-20 07:40:00,4.5,798.00,6
15,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),2024-12-19 21:20:00,09h 50m,2024-12-20 07:10:00,4.0,741.00,9
16,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 22:30:00,07h 30m,2024-12-20 06:00:00,4.1,756.00,11
17,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),2024-12-19 22:35:00,09h 35m,2024-12-20 08:10:00,4.6,744.00,6
18,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Bedi Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 23:00:00,09h 00m,2024-12-20 08:00:00,4.8,638.00,4
19,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Deltin Travels Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),2024-12-19 23:30:00,08h 30m,2024-12-20 08:00:00,3.9,590.00,33
20,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 23:55:00,07h 30m,2024-12-20 07:25:00,3.8,889.00,30
21,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,FlixBus,AC Seater (2+2),2024-12-19 22:30:00,09h 00m,2024-12-20 07:30:00,3.5,1222.32,2
22,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Deltin Travels Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),2024-12-19 23:20:00,08h 30m,2024-12-20 07:50:00,3.9,630.00,34
23,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Royal Safari India Travels,Bharat Benz A/C Semi Sleeper (2+2),2024-12-19 23:00:00,09h 00m,2024-12-20 08:00:00,2.0,513.00,23
24,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Royal Travels Hills,Bharat Benz A/C Semi Sleeper (2+2),2024-12-19 22:30:00,08h 00m,2024-12-20 06:30:00,1.1,1399.00,31
25,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,RAO TRAVELS INDIA PVT LTD.,AC Seater (2+2),2024-12-19 21:00:00,10h 30m,2024-12-20 07:30:00,1.8,1500.00,33
26,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Northern Travels,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),2024-12-19 23:20:00,09h 00m,2024-12-20 08:20:00,1.5,590.00,49
27,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 401670,Ordinary 3+2 Non AC Seater,2024-12-19 18:00:00,04h 00m,2024-12-19 22:00:00,4.1,310.00,34
28,Chandigarh to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,HRTC - 1549,Ordinary 3+2 Non AC Seater,2024-12-19 18:15:00,06h 45m,2024-12-20 01:00:00,3.9,362.00,37
29,Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),2024-12-19 21:15:00,04h 05m,2024-12-20 01:20:00,4.5,570.00,4
30,Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Northern Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 21:45:00,03h 45m,2024-12-20 01:30:00,3.2,570.00,15
31,Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),2024-12-19 22:00:00,05h 10m,2024-12-20 03:10:00,5.0,589.00,29
32,Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Bedi Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 22:05:00,04h 00m,2024-12-20 02:05:00,5.0,585.00,15
33,Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2024-12-19 22:20:00,04h 55m,2024-12-20 03:15:00,4.5,500.00,21
34,Hamirpur (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2024-12-19 20:20:00,04h 55m,2024-12-20 01:15:00,2.6,500.00,14
35,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 532,Ordinary 3+2 Non AC Seater,2024-12-19 17:59:00,05h 21m,2024-12-19 23:20:00,3.9,290.00,27
36,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 593,Ordinary 3+2 Non AC Seater,2024-12-19 18:20:00,05h 20m,2024-12-19 23:40:00,3.9,290.00,33
37,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 587,Ordinary 3+2 Non AC Seater,2024-12-19 18:25:00,04h 35m,2024-12-19 23:00:00,3.9,285.00,31
38,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 544,Ordinary 3+2 Non AC Seater,2024-12-19 19:10:00,05h 00m,2024-12-20 00:10:00,3.9,285.00,37
39,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 549,A/C Executive (2+3),2024-12-19 19:25:00,05h 15m,2024-12-20 00:40:00,3.9,390.00,29
40,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 548,Ordinary 3+2 Non AC Seater,2024-12-19 19:31:00,05h 14m,2024-12-20 00:45:00,3.9,290.00,26
41,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 545,Ordinary 3+2 Non AC Seater,2024-12-19 19:32:00,04h 48m,2024-12-20 00:20:00,3.9,275.00,37
42,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 301,Ordinary 3+2 Non AC Seater,2024-12-19 19:43:00,04h 37m,2024-12-20 00:20:00,3.9,290.00,27
43,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 557,Ordinary 3+2 Non AC Seater,2024-12-19 20:15:00,05h 15m,2024-12-20 01:30:00,3.9,290.00,37
44,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,2024-12-19 20:35:00,04h 55m,2024-12-20 01:30:00,3.9,543.00,11
45,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 26,Himsuta AC Seater Volvo/Scania 2+2,2024-12-19 20:50:00,05h 20m,2024-12-20 02:10:00,3.9,553.00,30
46,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 591,A/C Executive (2+3),2024-12-19 21:00:00,06h 00m,2024-12-20 03:00:00,2.4,400.00,42
47,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 8,Himsuta AC Seater Volvo/Scania 2+2,2024-12-19 21:02:00,05h 03m,2024-12-20 02:05:00,3.9,543.00,4
48,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 567,Himsuta AC Seater Volvo/Scania 2+2,2024-12-19 21:03:00,05h 47m,2024-12-20 02:50:00,3.9,543.00,8
49,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 574,Ordinary 3+2 Non AC Seater,2024-12-19 21:14:00,05h 26m,2024-12-20 02:40:00,3.9,285.00,34
50,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 570,Ordinary 3+2 Non AC Seater,2024-12-19 21:25:00,04h 51m,2024-12-20 02:16:00,3.9,285.00,37
51,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 568,Ordinary 3+2 Non AC Seater,2024-12-19 21:30:00,05h 35m,2024-12-20 03:05:00,3.9,290.00,38
52,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 571,Ordinary 3+2 Non AC Seater,2024-12-19 21:40:00,04h 50m,2024-12-20 02:30:00,3.1,285.00,33
53,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 577,A/C Executive (2+3),2024-12-19 21:40:00,05h 00m,2024-12-20 02:40:00,2.8,400.00,44
54,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 600,Himsuta AC Seater Volvo/Scania 2+2,2024-12-19 21:50:00,06h 10m,2024-12-20 04:00:00,3.9,533.00,15
55,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 579,Ordinary 3+2 Non AC Seater,2024-12-19 22:30:00,04h 30m,2024-12-20 03:00:00,3.9,285.00,26
56,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 576,A/C Executive (2+3),2024-12-19 23:20:00,02h 45m,2024-12-20 02:05:00,4.0,390.00,40
57,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,HRTC - 564,Ordinary 3+2 Non AC Seater,2024-12-19 23:40:00,04h 20m,2024-12-20 04:00:00,3.9,290.00,26
58,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,FlixBus,Bharat Benz A/C Sleeper (2+1),2024-12-19 17:00:00,06h 05m,2024-12-19 23:05:00,4.3,1320.54,13
59,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),2024-12-19 17:00:00,05h 50m,2024-12-19 22:50:00,4.4,500.00,25
60,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),2024-12-19 17:00:00,06h 05m,2024-12-19 23:05:00,4.4,403.00,13
61,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,AdOrbit Aviation Pvt Ltd,Mercedes Multi-Axle Semi Sleeper (2+2),2024-12-19 20:30:00,05h 15m,2024-12-20 01:45:00,3.6,1100.00,17
62,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,NueGo,Electric A/C Seater (2+2),2024-12-19 17:30:00,05h 05m,2024-12-19 22:35:00,4.3,336.00,16
63,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,FlixBus,Bharat Benz A/C Seater (2+2),2024-12-19 17:30:00,06h 35m,2024-12-20 00:05:00,4.2,695.54,16
64,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),2024-12-19 17:30:00,06h 00m,2024-12-19 23:30:00,4.8,319.00,26
65,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,RK Holiday,A/C Seater / Sleeper (2+2),2024-12-19 18:40:00,04h 40m,2024-12-19 23:20:00,3.3,584.00,45
66,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Om Sidh Express,Volvo A/C Semi Sleeper (2+2),2024-12-19 19:00:00,05h 20m,2024-12-20 00:20:00,3.4,765.00,30
67,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),2024-12-19 17:30:00,05h 45m,2024-12-19 23:15:00,3.1,700.00,5
68,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),2024-12-19 18:00:00,05h 30m,2024-12-19 23:30:00,4.4,699.00,5
69,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,FlixBus,Volvo A/C Semi Sleeper (2+2),2024-12-19 18:00:00,06h 40m,2024-12-20 00:40:00,4.4,775.00,14
70,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 18:00:00,05h 30m,2024-12-19 23:30:00,4.7,500.00,9
71,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),2024-12-19 19:15:00,04h 30m,2024-12-19 23:45:00,3.3,809.00,6
72,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 18:30:00,04h 50m,2024-12-19 23:20:00,4.1,499.00,34
73,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 18:30:00,05h 15m,2024-12-19 23:45:00,4.7,500.00,18
74,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),2024-12-19 18:30:00,05h 29m,2024-12-19 23:59:00,3.9,799.00,16
75,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2024-12-19 18:30:00,05h 00m,2024-12-19 23:30:00,4.1,629.00,30
76,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,FlixBus,A/C Seater (2+2),2024-12-19 18:35:00,06h 15m,2024-12-20 00:50:00,4.2,695.54,15
77,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 19:20:00,04h 30m,2024-12-19 23:50:00,4.2,566.00,25
78,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 18:45:00,05h 25m,2024-12-20 00:10:00,4.6,464.00,20
79,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Reo India Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),2024-12-19 18:45:00,05h 05m,2024-12-19 23:50:00,4.3,497.00,32
80,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 19:00:00,05h 15m,2024-12-20 00:15:00,4.6,849.00,13
81,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zakir Flights,Volvo A/C Semi Sleeper (2+2),2024-12-19 19:00:00,05h 30m,2024-12-20 00:30:00,3.0,539.00,5
82,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),2024-12-19 19:00:00,04h 55m,2024-12-19 23:55:00,4.5,499.00,37
83,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),2024-12-19 19:30:00,04h 25m,2024-12-19 23:55:00,3.4,494.00,24
84,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),2024-12-19 19:45:00,05h 10m,2024-12-20 00:55:00,4.8,445.00,14
85,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 20:15:00,05h 10m,2024-12-20 01:25:00,4.8,504.00,12
86,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),2024-12-19 20:20:00,04h 40m,2024-12-20 01:00:00,4.0,419.00,28
87,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,BIR BILLING TRAVELS,Volvo A/C Semi Sleeper (2+2),2024-12-19 20:20:00,04h 55m,2024-12-20 01:15:00,4.4,494.00,21
88,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Kartar Travels Private Limited,Volvo A/C Semi Sleeper (2+2),2024-12-19 20:30:00,05h 00m,2024-12-20 01:30:00,3.6,540.00,11
89,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 22:20:00,05h 00m,2024-12-20 03:20:00,4.4,619.00,26
90,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),2024-12-19 22:45:00,05h 25m,2024-12-20 04:10:00,3.6,549.00,20
91,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Lucky Bus Service,Volvo A/C Sleeper (2+2),2024-12-19 18:30:00,06h 30m,2024-12-20 01:00:00,3.7,944.00,32
92,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 20:30:00,05h 30m,2024-12-20 02:00:00,4.4,454.00,16
93,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),2024-12-19 22:50:00,05h 15m,2024-12-20 04:05:00,3.6,599.00,28
94,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Maa Chamunda Holidays,Volvo A/C Semi Sleeper (2+2 ),2024-12-19 19:20:00,04h 39m,2024-12-19 23:59:00,3.0,647.00,17
95,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),2024-12-19 19:25:00,05h 40m,2024-12-20 01:05:00,4.4,619.00,23
96,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 19:30:00,05h 35m,2024-12-20 01:05:00,4.7,522.00,20
97,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),2024-12-19 21:00:00,04h 45m,2024-12-20 01:45:00,4.8,504.00,19
98,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),2024-12-19 19:30:00,05h 20m,2024-12-20 00:50:00,4.1,699.00,22
99,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),2024-12-19 20:15:00,04h 30m,2024-12-20 00:45:00,3.3,854.00,5
100,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),2024-12-19 19:30:00,05h 00m,2024-12-20 00:30:00,4.2,749.00,2
101,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 19:30:00,04h 55m,2024-12-20 00:25:00,4.7,499.00,28
102,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2024-12-19 19:30:00,05h 10m,2024-12-20 00:40:00,4.5,500.00,19
103,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Bedi Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 21:30:00,04h 45m,2024-12-20 02:15:00,5.0,630.00,15
104,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),2024-12-19 20:30:00,06h 00m,2024-12-20 02:30:00,3.0,567.00,27
105,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,FlixBus,Volvo A/C Semi Sleeper (2+2),2024-12-19 19:45:00,06h 00m,2024-12-20 01:45:00,4.2,695.54,34
106,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),2024-12-19 20:30:00,05h 20m,2024-12-20 01:50:00,3.6,583.00,27
107,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Lucky Bus Service,Volvo A/C Sleeper (2+2),2024-12-19 19:30:00,06h 15m,2024-12-20 01:45:00,3.7,944.00,34
108,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Malana Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 20:00:00,05h 30m,2024-12-20 01:30:00,4.5,769.00,16
109,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),2024-12-19 21:40:00,04h 55m,2024-12-20 02:35:00,4.4,459.00,7
110,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-12-19 20:00:00,05h 30m,2024-12-20 01:30:00,4.5,569.00,5
111,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2024-12-19 20:00:00,05h 10m,2024-12-20 01:10:00,4.6,499.00,3
112,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Zingbus Plus,Scania A/C Semi Sleeper (2+2),2024-12-19 20:00:00,05h 30m,2024-12-20 01:30:00,4.7,852.00,14
113,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,VT Bus,Scania Multi-Axle AC Semi Sleeper (2+2),2024-12-19 20:00:00,04h 30m,2024-12-20 00:30:00,5.0,618.00,14
114,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 20:00:00,05h 15m,2024-12-20 01:15:00,4.7,617.00,17
115,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 20:00:00,05h 00m,2024-12-20 01:00:00,4.6,550.00,18
116,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),2024-12-19 20:00:00,05h 30m,2024-12-20 01:30:00,4.7,499.00,33
117,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Awadh Travels,A/C Sleeper (2+2),2024-12-19 21:10:00,05h 20m,2024-12-20 02:30:00,3.5,809.00,44
118,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-12-19 20:00:00,05h 10m,2024-12-20 01:10:00,4.2,799.00,11
119,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),2024-12-19 22:30:00,06h 00m,2024-12-20 04:30:00,3.2,629.00,33
120,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 22:30:00,04h 30m,2024-12-20 03:00:00,3.9,756.00,19
121,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-12-19 22:40:00,04h 20m,2024-12-20 03:00:00,4.0,619.00,29
