id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
1,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 69,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 00:40,08h 50m,06-08-2024 09:30,4.6,892,35
2,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 2100720,Ordinary 3+2 Non AC Seater,06-08-2024 05:00,09h 50m,06-08-2024 14:50,4.2,507,37
3,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 6,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 06:45,09h 25m,06-08-2024 16:10,4.6,892,34
4,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 592,A/C Executive (2+3),06-08-2024 08:05,10h 05m,06-08-2024 18:10,2.5,622,42
5,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 129,Ordinary 3+2 Non AC Seater,06-08-2024 08:50,09h 50m,06-08-2024 18:40,2.5,507,37
6,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 7,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 09:25,09h 05m,06-08-2024 18:30,4.6,892,34
7,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 657,Ordinary 3+2 Non AC Seater,06-08-2024 11:00,11h 00m,06-08-2024 22:00,2.7,507,33
8,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 515,Ordinary 3+2 Non AC Seater,06-08-2024 12:30,10h 20m,06-08-2024 22:50,4.2,507,35
9,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 551,A/C Executive (2+3),06-08-2024 15:30,10h 00m,07-08-2024 01:30,3.5,622,42
10,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 525,Ordinary 3+2 Non AC Seater,06-08-2024 16:50,10h 10m,07-08-2024 03:00,4.2,512,19
11,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 532,Ordinary 3+2 Non AC Seater,06-08-2024 17:59,10h 16m,07-08-2024 04:15,2,512,27
12,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 538,Ordinary 3+2 Non AC Seater,06-08-2024 18:31,10h 59m,07-08-2024 05:30,4,507,35
13,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 93,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 19:35,09h 10m,07-08-2024 04:45,3.8,892,29
14,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 301,Ordinary 3+2 Non AC Seater,06-08-2024 19:43,09h 47m,07-08-2024 05:30,4.2,507,27
15,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 556,Ordinary 3+2 Non AC Seater,06-08-2024 20:10,09h 35m,07-08-2024 05:45,4.5,507,27
16,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 591,A/C Executive (2+3),06-08-2024 21:00,11h 15m,07-08-2024 08:15,4.1,622,42
17,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 8,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 21:02,09h 28m,07-08-2024 06:30,4.4,892,27
18,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 570,Ordinary 3+2 Non AC Seater,06-08-2024 21:25,09h 20m,07-08-2024 06:45,3.6,507,37
19,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 20,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 21:36,07h 54m,07-08-2024 05:30,3.9,867,30
20,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 518,Ordinary 3+2 Non AC Seater,06-08-2024 21:58,09h 17m,07-08-2024 07:15,3.4,507,27
21,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 9,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 22:00,09h 30m,07-08-2024 07:30,4.6,892,33
22,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 579,Ordinary 3+2 Non AC Seater,06-08-2024 22:30,09h 45m,07-08-2024 08:15,4.1,507,27
23,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 36,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 22:30,08h 00m,07-08-2024 06:30,4.1,867,24
24,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 22,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 23:00,08h 50m,07-08-2024 07:50,4.3,892,34
25,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 564,Ordinary 3+2 Non AC Seater,06-08-2024 23:40,09h 25m,07-08-2024 09:05,4.7,507,37
26,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,RSRTC - 192344,Super Luxury Volvo AC Seater Pushback 2+2,06-08-2024 03:00,11h 00m,06-08-2024 14:00,3.7,1103,37
27,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),06-08-2024 23:00,09h 00m,07-08-2024 08:00,4.8,485,33
28,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),06-08-2024 23:25,08h 20m,07-08-2024 07:45,4.5,569,39
29,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),06-08-2024 23:00,08h 10m,07-08-2024 07:10,4.5,700,50
30,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),06-08-2024 23:30,08h 30m,07-08-2024 08:00,4.4,569,47
31,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 09:15,09h 50m,06-08-2024 19:05,3.6,540,34
32,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),06-08-2024 22:55,08h 30m,07-08-2024 07:25,4.3,526,28
33,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 09:40,09h 50m,06-08-2024 19:30,4.1,500,37
34,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 22:30,07h 30m,07-08-2024 06:00,3.3,540,35
35,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),06-08-2024 23:55,07h 30m,07-08-2024 07:25,3.6,531,48
36,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),06-08-2024 21:50,09h 50m,07-08-2024 07:40,4.1,700,39
37,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),06-08-2024 22:50,08h 50m,07-08-2024 07:40,4,569,45
38,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,FlixBus,A/C Seater (2+2),06-08-2024 07:00,09h 00m,06-08-2024 16:00,4.1,657,42
39,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,RAO TRAVELS INDIA PVT LTD.,AC Seater (2+2),06-08-2024 21:00,10h 30m,07-08-2024 07:30,2,1500,33
40,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,FlixBus,A/C Seater (2+2),06-08-2024 23:55,08h 40m,07-08-2024 08:35,2.9,919,35
41,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Heera Himachal Holidays,Volvo A/C Semi Sleeper (2+2),06-08-2024 21:30,09h 00m,07-08-2024 06:30,1.7,1399,22
42,Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),06-08-2024 22:55,08h 05m,07-08-2024 07:00,2.9,1799,31
43,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 101,Ordinary 3+2 Non AC Seater,06-08-2024 06:12,10h 48m,06-08-2024 17:00,3.6,507,37
44,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 1,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 08:30,09h 00m,06-08-2024 17:30,4.7,892,29
45,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 109,A/C Executive (2+3),06-08-2024 09:12,09h 32m,06-08-2024 18:44,3.9,622,42
46,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 5,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 09:45,09h 30m,06-08-2024 19:15,3.7,892,27
47,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 128,Ordinary 3+2 Non AC Seater,06-08-2024 10:18,09h 42m,06-08-2024 20:00,3.7,507,37
48,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 2,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 11:15,08h 45m,06-08-2024 20:00,4.1,892,34
49,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 102,Ordinary 3+2 Non AC Seater,06-08-2024 11:18,09h 32m,06-08-2024 20:50,2.5,507,37
50,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 24,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 13:45,08h 00m,06-08-2024 21:45,4.6,867,33
51,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 103,Ordinary 3+2 Non AC Seater,06-08-2024 17:18,08h 57m,07-08-2024 02:15,4.2,507,37
52,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 181,Ordinary 3+2 Non AC Seater,06-08-2024 17:50,10h 25m,07-08-2024 04:15,3.8,507,37
53,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 104,A/C Executive (2+3),06-08-2024 18:20,10h 10m,07-08-2024 04:30,2.7,622,44
54,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 188,Ordinary 3+2 Non AC Seater,06-08-2024 19:25,09h 32m,07-08-2024 04:57,4.2,507,27
55,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 74,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 20:00,09h 00m,07-08-2024 05:00,4.5,892,31
56,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 1711,Ordinary 3+2 Non AC Seater,06-08-2024 20:00,09h 30m,07-08-2024 05:30,4.2,507,37
57,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 3,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 21:00,09h 00m,07-08-2024 06:00,4.4,892,25
58,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 108,A/C Executive (2+3),06-08-2024 21:20,09h 32m,07-08-2024 06:52,3.3,622,44
59,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 19,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 21:30,08h 30m,07-08-2024 06:00,4.1,892,29
60,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 1712,Ordinary 3+2 Non AC Seater,06-08-2024 21:30,08h 30m,07-08-2024 06:00,4.2,507,27
61,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 130,Ordinary 3+2 Non AC Seater,06-08-2024 21:45,08h 30m,07-08-2024 06:15,4.5,507,37
62,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 179,Ordinary 3+2 Non AC Seater,06-08-2024 22:00,08h 30m,07-08-2024 06:30,3.4,507,27
63,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 35,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 22:00,08h 15m,07-08-2024 06:15,4.6,892,32
64,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 136,Ordinary 3+2 Non AC Seater,06-08-2024 22:30,08h 00m,07-08-2024 06:30,2.3,507,27
65,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 92,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 22:30,08h 30m,07-08-2024 07:00,4.6,892,32
66,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,06-08-2024 16:30,09h 30m,07-08-2024 02:00,3.8,1103,37
67,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),06-08-2024 21:30,08h 00m,07-08-2024 05:30,4.7,500,33
68,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),06-08-2024 20:30,08h 00m,07-08-2024 04:30,4.4,569,53
69,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),06-08-2024 21:00,08h 40m,07-08-2024 05:40,4.4,700,47
70,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),06-08-2024 10:30,09h 00m,06-08-2024 19:30,4.4,474,39
71,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 22:30,07h 00m,07-08-2024 05:30,3.9,540,36
72,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),06-08-2024 20:30,08h 05m,07-08-2024 04:35,4.3,472,26
73,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 22:00,07h 00m,07-08-2024 05:00,3.8,531,36
74,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 10:30,08h 30m,06-08-2024 19:00,3.7,488,36
75,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 10:00,08h 30m,06-08-2024 18:30,3.6,510,34
76,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),06-08-2024 22:00,07h 30m,07-08-2024 05:30,4.3,700,41
77,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),06-08-2024 09:30,08h 30m,06-08-2024 18:00,4,474,45
78,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,FlixBus,A/C Seater (2+2),06-08-2024 20:00,09h 00m,07-08-2024 05:00,4.6,619,42
79,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 23:00,08h 00m,07-08-2024 07:00,2.9,583,27
80,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 783,A/C Executive (2+3),06-08-2024 00:30,08h 50m,06-08-2024 09:20,3.4,583,42
81,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 30,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 08:00,07h 00m,06-08-2024 15:00,4.1,920,34
82,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 791,Ordinary 3+2 Non AC Seater,06-08-2024 08:40,11h 00m,06-08-2024 19:40,3.9,549,28
83,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 804,Ordinary 3+2 Non AC Seater,06-08-2024 09:38,09h 22m,06-08-2024 19:00,4.1,549,37
84,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 57,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 10:00,08h 20m,06-08-2024 18:20,3.9,938,35
85,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 752,Ordinary 3+2 Non AC Seater,06-08-2024 11:15,10h 45m,06-08-2024 22:00,3.9,549,27
86,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 775,Ordinary 3+2 Non AC Seater,06-08-2024 11:45,10h 20m,06-08-2024 22:05,3.9,565,39
87,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 802,Ordinary 3+2 Non AC Seater,06-08-2024 12:40,10h 35m,06-08-2024 23:15,3.9,554,39
88,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 751,Ordinary 3+2 Non AC Seater,06-08-2024 13:25,07h 35m,06-08-2024 21:00,3.9,549,37
89,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 725,Ordinary 3+2 Non AC Seater,06-08-2024 13:35,08h 55m,06-08-2024 22:30,3.9,567,37
90,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 724,Ordinary 3+2 Non AC Seater,06-08-2024 14:20,09h 35m,06-08-2024 23:55,3.9,567,37
91,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 707,A/C Executive (2+3),06-08-2024 14:58,10h 22m,07-08-2024 01:20,1.8,580,42
92,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 776,Ordinary 3+2 Non AC Seater,06-08-2024 15:24,08h 06m,06-08-2024 23:30,1.7,565,37
93,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 801,Ordinary 3+2 Non AC Seater,06-08-2024 15:45,08h 30m,07-08-2024 00:15,3.9,549,37
94,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 11,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 16:00,08h 01m,07-08-2024 00:01,3.9,920,35
95,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 754,Ordinary 3+2 Non AC Seater,06-08-2024 16:15,10h 45m,07-08-2024 03:00,3.9,544,37
96,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 49,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 16:30,09h 30m,07-08-2024 02:00,3.6,938,35
97,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 788,Ordinary 3+2 Non AC Seater,06-08-2024 16:40,10h 50m,07-08-2024 03:30,3.9,545,33
98,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 736,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 17:00,08h 00m,07-08-2024 01:00,5,920,35
99,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 705,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 18:00,08h 00m,07-08-2024 02:00,3.9,920,12
100,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 214001,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 19:00,07h 20m,07-08-2024 02:20,3.9,920,28
101,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 759,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 20:00,08h 10m,07-08-2024 04:10,3.9,938,31
102,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 737,Ordinary 3+2 Non AC Seater,06-08-2024 20:10,08h 50m,07-08-2024 05:00,2.3,555,37
103,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 803,Ordinary 3+2 Non AC Seater,06-08-2024 20:30,09h 30m,07-08-2024 06:00,3,549,37
104,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 732,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 21:00,07h 20m,07-08-2024 04:20,3.8,920,34
105,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 701,Ordinary 3+2 Non AC Seater,06-08-2024 21:30,08h 00m,07-08-2024 05:30,3.9,560,37
106,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 713,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 22:00,08h 00m,07-08-2024 06:00,3.7,920,31
107,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 65,Himsuta AC Seater Volvo/Scania 2+2,06-08-2024 22:30,07h 15m,07-08-2024 05:45,3.9,943,34
108,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165853,HVAC Seater (2+3),06-08-2024 05:05,11h 25m,06-08-2024 16:30,4.4,695,47
109,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),06-08-2024 16:00,07h 00m,06-08-2024 23:00,4.6,569,44
110,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),06-08-2024 22:00,05h 30m,07-08-2024 03:30,4.6,664,45
111,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),06-08-2024 21:00,06h 10m,07-08-2024 03:10,4.8,569,45
112,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),06-08-2024 21:30,05h 45m,07-08-2024 03:15,4.5,664,45
113,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),06-08-2024 19:30,05h 45m,07-08-2024 01:15,4.2,620,49
114,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),06-08-2024 17:30,06h 25m,06-08-2024 23:55,4.6,569,53
115,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),06-08-2024 18:00,06h 30m,07-08-2024 00:30,4.8,569,45
116,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 15:30,06h 50m,06-08-2024 22:20,3.9,619,31
117,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),06-08-2024 19:45,09h 00m,07-08-2024 04:45,3.3,481,31
118,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),06-08-2024 20:00,06h 30m,07-08-2024 02:30,4.5,569,45
119,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 11:15,06h 50m,06-08-2024 18:05,3.7,853,41
120,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),06-08-2024 21:40,05h 50m,07-08-2024 03:30,4.7,569,53
121,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),06-08-2024 18:15,06h 55m,07-08-2024 01:10,4.9,509,40
122,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,IntrCity SmartBus,Volvo A/C Semi Sleeper (2+2),06-08-2024 19:30,06h 35m,07-08-2024 02:05,5,934,40
123,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 22:00,06h 00m,07-08-2024 04:00,3.5,619,41
124,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),06-08-2024 20:00,07h 30m,07-08-2024 03:30,2.5,599,27
125,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),06-08-2024 17:00,07h 15m,07-08-2024 00:15,2.3,509,40
126,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 13:30,07h 00m,06-08-2024 20:30,3.3,709,41
127,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),06-08-2024 20:00,07h 00m,07-08-2024 03:00,4.3,674,43
128,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),06-08-2024 19:30,06h 20m,07-08-2024 01:50,4.2,569,52
129,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),06-08-2024 19:00,07h 00m,07-08-2024 02:00,4.4,474,49
130,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),06-08-2024 19:25,07h 20m,07-08-2024 02:45,3.9,615,39
131,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),06-08-2024 20:30,06h 20m,07-08-2024 02:50,3.9,1434,41
132,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),06-08-2024 19:45,09h 00m,07-08-2024 04:45,2.5,438,31
133,Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),06-08-2024 22:35,06h 25m,07-08-2024 05:00,2.5,619,35
